日付,会場,レース番号,戦略,レースランク,レーススコア,見送り推奨,3択verdict,シナリオ種別,展開パターン,脅威合計,1号艇脆弱性,最大脅威艇,買い目ソース,生成点数,買い目リスト,実結果,的中,的中買い目,払戻金,投資額,回収額,収支,結果データあり
2025-11-28,福岡,10,◎○△フォーメーション（15〜20点）,B,52,0,両建て推奨,逃げ軸流し,A,42.8,33.5,3,実買い目_全,10,1-3-5|1-3-4|1-2-3|1-2-5|1-2-4|1-4-3|1-4-5|3-1-4|3-1-2|3-1-5,3-1-4,True,3-1-4,2000,1000,2000,1000,True
2025-07-25,多摩川,10,◎-○軸 3着3〜4艇流し（10〜15点）,A,71,0,逃げ狙い,主役軸流し,B,15.17,29.4,2,実買い目_全,12,2-5-4|2-3-4|2-4-5|2-3-5|2-4-3|2-5-3|2-4-6|1-2-5|2-1-5|1-2-4|2-1-4|2-1-3,1-5-4,False,,11570,1200,0,-1200,True
2025-07-25,多摩川,9,◎-○軸 3着3〜4艇流し（10〜15点）,A,73,0,逃げ狙い,逃げ軸流し,A,18.7,24.5,2,実買い目_全,11,1-3-6|1-2-6|1-2-3|1-3-5|1-2-5|1-4-6|1-4-3|1-4-5|2-1-5|2-1-3|2-1-4,1-2-3,True,1-2-3,690,1100,690,-410,True
2025-07-25,多摩川,8,◎-○軸 3着3〜4艇流し（10〜15点）,A,64,0,両建て推奨,逃げ軸流し,A,15.33,29.1,3,実買い目_全,11,1-2-5|1-2-4|1-2-6|1-4-5|1-3-5|1-3-4|1-4-6|1-3-6|2-1-5|2-1-4|2-1-3,1-4-2,False,,4720,1100,0,-1100,True
2025-07-25,多摩川,7,◎1着固定 2-3着流し（5〜8点）,S,80,0,逃げ狙い,逃げ軸流し,A,14.9,28.6,3,実買い目_全,10,1-3-5|1-2-5|1-3-4|1-2-3|1-5-3|1-2-4|1-5-4|3-1-5|3-1-4|3-1-2,3-1-5,True,3-1-5,1660,1000,1660,660,True
2025-08-15,桐生,8,大荒れ。見送り推奨,D,33,0,両建て推奨,主役軸流し,B,17.0,36.4,2,実買い目_全,12,2-1-4|2-1-3|2-1-5|2-4-1|2-3-1|2-3-4|2-4-3|5-1-6|6-1-4|6-4-1|1-2-4|1-2-5,4-5-2,False,,4120,1200,0,-1200,True
2025-10-30,江戸川,9,大荒れ。見送り推奨,D,22,0,両建て推奨,主役軸流し,B,11.54,42.0,2,実買い目_全,12,2-1-3|2-3-1|2-1-6|2-1-4|2-4-1|2-4-3|2-3-6|1-2-3|1-2-6|1-3-6|1-3-2|5-1-6,2-1-6,True,2-1-6,1860,1200,1860,660,True
2025-08-15,桐生,12,◎○△フォーメーション（15〜20点）,B,58,0,両建て推奨,逃げ軸流し,A,16.6,33.5,5,実買い目_全,9,1-2-5|1-2-3|1-3-5|1-3-2|1-5-2|1-5-3|5-1-3|5-1-4|5-1-2,5-1-6,False,,7290,900,0,-900,True
2025-08-15,桐生,11,◎-○軸 3着3〜4艇流し（10〜15点）,A,64,0,両建て推奨,逃げ軸流し,A,28.72,26.5,2,実買い目_全,11,1-3-5|1-2-5|1-3-6|1-5-6|1-3-4|1-5-4|1-2-6|1-2-4|5-1-3|5-1-2|5-1-4,1-2-3,False,,450,1100,0,-1100,True
2025-11-07,江戸川,2,◎○△フォーメーション（15〜20点）,B,45,0,両建て推奨,主役軸流し,B,18.11,37.6,3,実買い目_全,12,3-1-4|3-1-5|3-1-6|3-4-1|3-5-1|3-4-5|3-5-4|1-3-4|1-2-4|1-2-3|1-4-3|1-3-6,4-2-1,False,,2480,1200,0,-1200,True
2025-11-16,鳴門,11,◎○△フォーメーション（15〜20点）,B,58,0,両建て推奨,主役軸流し,B,22.0,31.0,4,実買い目_全,12,3-4-5|3-5-4|3-4-6|3-4-2|3-6-4|3-5-6|3-5-2|1-2-4|1-3-4|3-1-4|1-2-3|1-3-2,2-1-4,False,,2070,1200,0,-1200,True
2026-01-29,びわこ,12,◎-○軸 3着3〜4艇流し（10〜15点）,A,67,0,逃げ狙い,逃げ軸流し,A,21.93,25.0,2,実買い目_全,10,1-3-5|1-3-4|1-2-5|1-2-4|1-3-2|1-5-4|1-5-2|2-1-3|2-1-5|2-1-4,1-3-5,True,1-3-5,740,1000,740,-260,True
2026-01-29,びわこ,11,◎-○軸 3着3〜4艇流し（10〜15点）,A,67,0,逃げ狙い,主役軸流し,B,19.1,34.4,2,実買い目_全,12,2-1-3|2-1-4|2-3-1|2-4-1|2-1-5|2-3-4|2-4-3|1-2-4|1-2-3|1-3-4|1-3-2|1-4-2,1-2-3,True,1-2-3,460,1200,460,-740,True
2026-01-25,大村,6,◎1着固定 2-3着流し（5〜8点）,S,91,0,逃げ狙い,逃げ軸流し,A,13.33,25.8,4,実買い目_全,9,1-3-4|1-2-4|1-3-2|1-4-3|1-2-3|1-4-2|3-1-4|3-1-2|3-1-5,1-3-4,True,1-3-4,1210,900,1210,310,True
2026-01-25,大村,5,◎○△フォーメーション（15〜20点）,B,57,0,両建て推奨,主役軸流し,B,15.75,37.5,5,実買い目_全,12,5-1-3|5-1-2|5-3-1|5-2-1|5-1-6|5-3-2|5-2-3|1-4-5|1-3-5|1-4-3|1-3-4|1-5-3,4-3-5,False,,7000,1200,0,-1200,True
2026-01-25,大村,4,◎-○軸 3着3〜4艇流し（10〜15点）,A,73,0,逃げ狙い,逃げ軸流し,A,12.5,31.0,3,実買い目_全,9,1-3-5|1-3-4|1-4-5|1-4-3|1-5-3|1-5-4|3-1-5|3-1-4|4-1-5,1-5-2,False,,13730,900,0,-900,True
2026-01-25,大村,3,◎○△フォーメーション（15〜20点）,B,50,0,両建て推奨,主役軸流し,B,19.32,35.3,2,実買い目_全,12,2-1-4|2-1-3|2-1-5|2-3-1|2-4-1|2-3-4|2-4-3|1-2-5|1-2-4|1-3-5|1-3-2|1-3-4,2-5-3,False,,1350,1200,0,-1200,True
2025-07-25,多摩川,6,◎○△フォーメーション（15〜20点）,B,48,0,両建て推奨,主役軸流し,B,12.3,36.4,2,実買い目_全,12,2-5-4|2-4-5|2-3-4|2-3-5|2-4-3|2-5-3|2-4-6|1-3-2|1-2-5|1-2-4|1-3-5|1-3-4,2-3-6,False,,5570,1200,0,-1200,True
2025-07-25,多摩川,5,荒れ傾向。高配当狙いか見送り,C,36,0,両建て推奨,主役軸流し,B,18.94,38.0,2,実買い目_全,12,3-1-4|3-1-5|3-4-1|3-1-6|3-2-1|3-4-5|3-2-4|6-1-2|2-1-4|1-2-4|1-2-5|6-2-1,3-1-5,True,3-1-5,4220,1200,4220,3020,True
2025-10-10,芦屋,3,◎1着固定 2-3着流し（5〜8点）,S,93,0,逃げ狙い,逃げ軸流し,A,21.16,27.2,3,実買い目_全,10,1-3-2|1-3-5|1-2-3|1-2-5|1-4-3|1-4-2|1-4-5|4-1-3|4-1-2|4-1-5,3-1-2,False,,1080,1000,0,-1000,True
2025-10-10,芦屋,2,◎1着固定 2-3着流し（5〜8点）,S,84,0,逃げ狙い,主役軸流し,B,17.67,32.9,4,実買い目_全,12,5-4-1|5-1-4|5-2-1|5-1-6|5-4-6|5-2-4|5-1-2|1-2-5|1-2-4|1-3-2|1-3-5|1-4-2,4-5-3,False,,9710,1200,0,-1200,True
2026-01-30,びわこ,3,◎○△フォーメーション（15〜20点）,B,54,0,両建て推奨,逃げ軸流し,A,16.65,34.7,4,実買い目_全,11,1-3-4|1-2-4|1-3-6|1-2-6|1-3-5|1-2-5|1-4-6|1-4-5|6-1-4|3-1-4|6-1-2,2-1-4,False,,3120,1100,0,-1100,True
2026-01-30,びわこ,2,◎-○軸 3着3〜4艇流し（10〜15点）,A,75,0,逃げ狙い,逃げ軸流し,A,15.21,27.4,4,実買い目_全,9,1-3-4|1-2-4|1-3-2|1-2-3|1-4-3|1-4-2|2-1-4|2-1-3|6-1-4,1-2-3,True,1-2-3,370,900,370,-530,True
2026-01-30,びわこ,1,◎○△フォーメーション（15〜20点）,B,47,0,両建て推奨,主役軸流し,B,8.11,29.8,5,実買い目_全,12,2-1-3|2-1-4|2-1-5|2-3-1|2-4-1|2-3-4|2-4-3|1-2-5|1-3-5|1-2-3|1-3-2|1-5-2,3-2-1,False,,8240,1200,0,-1200,True
2025-11-16,鳴門,12,◎○△フォーメーション（15〜20点）,B,59,0,両建て推奨,逃げ軸流し,A,18.13,28.6,4,実買い目_全,10,1-3-4|1-3-5|1-2-4|1-2-5|1-4-5|1-2-3|1-4-3|3-1-4|3-1-5|3-1-2,2-1-6,False,,3770,1000,0,-1000,True
2025-11-07,江戸川,1,大荒れ。見送り推奨,D,15,0,両建て推奨,主役軸流し,B,10.46,41.2,2,実買い目_全,12,6-1-2|6-1-3|6-2-1|6-1-4|6-3-1|6-2-3|6-3-2|4-1-2|1-2-4|1-2-5|4-2-1|1-3-2,3-5-1,False,,4480,1200,0,-1200,True
2025-10-30,江戸川,12,◎○△フォーメーション（15〜20点）,B,56,0,両建て推奨,逃げ軸流し,A,17.57,24.9,2,実買い目_全,10,1-3-5|1-3-4|1-2-5|1-2-3|1-2-4|1-4-5|1-4-3|3-1-5|3-1-2|3-1-4,1-3-2,False,,990,1000,0,-1000,True
2025-08-15,桐生,10,◎○△フォーメーション（15〜20点）,B,56,0,両建て推奨,逃げ軸流し,A,28.2,26.9,3,実買い目_全,10,1-3-4|1-3-5|1-2-4|1-2-3|1-4-3|1-2-5|1-4-5|3-1-5|3-1-4|3-1-2,1-2-3,True,1-2-3,730,1000,730,-270,True
2025-08-15,桐生,9,◎-○軸 3着3〜4艇流し（10〜15点）,A,66,0,逃げ狙い,逃げ軸流し,A,20.3,27.2,2,実買い目_全,10,1-3-2|1-2-3|1-2-4|1-3-4|1-5-2|1-5-3|1-5-4|2-1-3|2-1-5|2-1-4,1-4-2,False,,2370,1000,0,-1000,True
2025-11-28,福岡,7,◎1着固定 2-3着流し（5〜8点）,S,86,0,逃げ狙い,逃げ軸流し,A,28.92,22.1,3,実買い目_全,10,1-3-4|1-2-4|1-3-5|1-2-5|1-2-3|1-4-5|1-4-3|4-1-3|4-1-5|4-1-2,1-2-3,True,1-2-3,980,1000,980,-20,True
2026-01-25,大村,8,◎1着固定 2-3着流し（5〜8点）,S,85,0,逃げ狙い,逃げ軸流し,A,19.69,29.1,5,実買い目_全,9,1-3-5|1-2-5|1-2-3|1-3-2|1-5-3|1-5-2|3-1-5|3-1-2|3-1-6,1-2-3,True,1-2-3,2620,900,2620,1720,True
2026-01-25,大村,7,◎1着固定 2-3着流し（5〜8点）,S,96,0,逃げ狙い,逃げ軸流し,A,14.93,25.9,3,実買い目_全,10,1-2-5|1-3-5|1-2-3|1-3-2|1-4-5|1-4-3|1-4-2|3-1-5|3-1-2|3-1-4,1-2-3,True,1-2-3,290,1000,290,-710,True
2025-10-10,芦屋,1,◎1着固定 2-3着流し（5〜8点）,S,94,0,逃げ狙い,逃げ軸流し,A,10.27,26.5,4,実買い目_全,10,1-3-5|1-4-5|1-3-4|1-2-5|1-4-3|1-2-3|1-2-4|4-1-5|4-1-3|4-1-2,1-3-5,True,1-3-5,1250,1000,1250,250,True
2025-07-25,多摩川,4,◎-○軸 3着3〜4艇流し（10〜15点）,A,77,0,逃げ狙い,逃げ軸流し,A,10.25,29.3,5,実買い目_全,9,1-2-5|1-5-4|1-5-2|1-2-4|1-4-5|1-4-2|4-1-5|4-1-2|4-1-3,1-5-4,True,1-5-4,1260,900,1260,360,True
2025-07-25,多摩川,3,荒れ傾向。高配当狙いか見送り,C,43,0,両建て推奨,主役軸流し,B,14.09,38.0,3,実買い目_全,12,2-1-3|2-1-4|2-1-5|2-3-1|2-4-1|2-3-4|2-4-3|6-1-3|1-3-5|1-3-2|4-5-6|1-2-3,1-5-2,False,,4270,1200,0,-1200,True
2025-10-10,芦屋,6,◎-○軸 3着3〜4艇流し（10〜15点）,A,68,0,逃げ狙い,主役軸流し,B,25.07,30.8,3,実買い目_全,12,3-4-6|3-4-5|3-6-4|3-5-4|3-5-6|3-4-1|3-6-5|3-1-2|3-1-4|1-2-3|3-1-6|1-3-2,1-2-6,False,,2350,1200,0,-1200,True
2026-01-25,大村,11,◎1着固定 2-3着流し（5〜8点）,S,100,0,逃げ狙い,逃げ軸流し,A,12.81,28.0,4,実買い目_全,10,1-2-4|1-2-6|1-4-2|1-3-4|1-4-6|1-3-2|1-3-6|4-1-2|4-1-3|4-1-5,1-4-2,True,1-4-2,640,1000,640,-360,True
2025-08-15,桐生,6,◎-○軸 3着3〜4艇流し（10〜15点）,A,71,0,逃げ狙い,逃げ軸流し,A,11.72,23.3,3,実買い目_全,10,1-3-4|1-3-2|1-3-5|1-2-4|1-2-5|1-5-4|1-5-2|4-1-2|4-1-3|4-1-5,1-4-3,False,,950,1000,0,-1000,True
2025-08-15,桐生,5,荒れ傾向。高配当狙いか見送り,C,38,0,両建て推奨,荒れ広め,D,16.29,39.2,2,実買い目_全,12,6-1-3|6-1-4|4-5-1|4-1-5|6-3-1|6-4-1|4-5-6|1-2-3|1-2-4|1-2-5|1-3-2|1-3-4,1-3-2,True,1-3-2,1730,1200,1730,530,True
2025-11-07,江戸川,4,◎○△フォーメーション（15〜20点）,B,57,0,両建て推奨,逃げ軸流し,A,12.0,25.4,2,実買い目_全,10,1-2-6|1-2-3|1-3-2|1-3-6|1-4-2|1-4-6|1-4-3|4-1-2|4-1-3|4-1-5,2-1-3,False,,3910,1000,0,-1000,True
2025-11-16,鳴門,9,◎○△フォーメーション（15〜20点）,B,57,0,両建て推奨,逃げ軸流し,A,11.05,24.9,5,実買い目_全,11,1-3-6|1-3-5|1-3-4|1-5-6|1-2-6|1-5-4|1-2-5|1-2-4|4-1-3|4-1-6|4-1-2,1-3-4,True,1-3-4,1010,1100,1010,-90,True
2025-11-16,鳴門,8,荒れ傾向。高配当狙いか見送り,C,38,0,両建て推奨,主役軸流し,B,15.75,48.4,3,実買い目_全,12,2-1-4|2-1-3|2-1-5|2-3-1|2-4-1|2-3-4|2-4-3|6-1-4|5-3-1|1-2-4|6-1-3|5-1-3,3-2-5,False,,4690,1200,0,-1200,True
2026-01-30,びわこ,6,◎-○軸 3着3〜4艇流し（10〜15点）,A,70,0,逃げ狙い,逃げ軸流し,A,17.38,24.5,4,実買い目_全,9,1-3-4|1-2-4|1-4-2|1-4-3|1-3-2|1-2-3|3-1-4|3-1-2|3-1-6,1-4-5,False,,4790,900,0,-900,True
2026-01-30,びわこ,5,◎-○軸 3着3〜4艇流し（10〜15点）,A,74,0,逃げ狙い,逃げ軸流し,A,11.53,28.0,3,実買い目_全,9,1-3-4|1-2-3|1-3-2|1-2-4|1-4-3|1-4-2|3-1-4|3-1-2|3-1-5,1-3-5,False,,650,900,0,-900,True
2026-01-30,びわこ,4,◎1着固定 2-3着流し（5〜8点）,S,84,0,逃げ狙い,逃げ軸流し,A,15.26,26.0,3,実買い目_全,12,1-3-4|1-3-5|1-3-2|1-2-4|1-2-5|1-2-3|1-4-5|1-4-2|1-4-3|3-1-4|3-1-5|3-1-2,1-4-2,True,1-4-2,4980,1200,4980,3780,True
2026-01-25,大村,10,◎1着固定 2-3着流し（5〜8点）,S,90,0,逃げ狙い,逃げ軸流し,A,18.58,25.2,2,実買い目_全,9,1-3-4|1-3-2|1-2-3|1-2-4|1-4-3|1-4-2|3-1-4|3-1-2|3-1-5,5-1-2,False,,23780,900,0,-900,True
2026-01-25,大村,9,◎1着固定 2-3着流し（5〜8点）,S,81,0,逃げ狙い,主役軸流し,B,12.55,34.5,4,実買い目_全,12,3-4-5|3-5-4|3-4-6|3-5-6|3-4-1|3-6-5|3-5-1|1-3-4|3-1-4|1-2-4|1-2-3|1-3-5,1-4-5,False,,1800,1200,0,-1200,True
2025-11-28,福岡,8,◎-○軸 3着3〜4艇流し（10〜15点）,A,79,0,逃げ狙い,逃げ軸流し,A,26.96,23.3,4,実買い目_全,10,1-2-5|1-2-4|1-3-5|1-3-4|1-4-5|1-3-2|1-4-2|4-1-3|4-1-5|4-1-2,3-4-1,False,,29690,1000,0,-1000,True
2025-10-10,芦屋,5,◎1着固定 2-3着流し（5〜8点）,S,85,0,逃げ狙い,逃げ軸流し,A,11.79,29.1,4,実買い目_全,9,1-3-2|1-3-4|1-2-3|1-2-4|1-4-3|1-4-2|4-1-3|4-1-2|4-1-5,1-3-2,True,1-3-2,370,900,370,-530,True
2025-10-10,芦屋,4,◎1着固定 2-3着流し（5〜8点）,S,81,0,逃げ狙い,逃げ軸流し,A,15.32,39.3,2,実買い目_全,10,1-2-4|1-2-5|1-3-4|1-3-2|1-4-2|1-3-5|1-4-5|2-1-4|6-1-4|2-1-5,1-2-5,True,1-2-5,1030,1000,1030,30,True
2025-07-25,多摩川,2,◎○△フォーメーション（15〜20点）,B,59,0,両建て推奨,逃げ軸流し,A,17.41,32.3,3,実買い目_全,10,1-3-4|1-3-5|1-2-4|1-2-5|1-2-3|1-5-4|1-5-3|4-1-3|4-1-5|4-1-2,1-5-3,True,1-5-3,2810,1000,2810,1810,True
2025-07-25,多摩川,1,◎○△フォーメーション（15〜20点）,B,57,0,両建て推奨,主役軸流し,B,16.8,33.6,4,実買い目_全,12,4-5-6|4-5-1|4-1-5|4-3-5|4-5-3|4-1-6|4-3-6|1-3-4|1-3-5|1-5-4|1-4-5|1-4-3,4-2-5,False,,6910,1200,0,-1200,True
2025-07-20,多摩川,12,◎-○軸 3着3〜4艇流し（10〜15点）,A,76,0,逃げ狙い,主役軸流し,B,18.54,27.1,4,実買い目_全,12,2-1-4|2-1-3|2-1-5|2-4-1|2-3-1|2-3-4|2-4-3|1-3-5|1-2-5|1-4-5|1-3-4|1-3-2,5-1-4,False,,13950,1200,0,-1200,True
2025-11-07,江戸川,3,荒れ傾向。高配当狙いか見送り,C,37,0,両建て推奨,主役軸流し,B,19.16,34.7,4,実買い目_全,12,4-5-1|4-5-6|4-1-5|4-1-6|4-6-1|4-6-5|4-5-3|1-3-4|1-4-3|1-4-5|1-3-5|1-2-4,4-3-5,False,,2020,1200,0,-1200,True
2025-08-15,桐生,4,◎○△フォーメーション（15〜20点）,B,45,0,両建て推奨,荒れ広め,D,10.12,40.7,4,実買い目_全,12,5-1-6|5-1-2|4-1-6|5-6-1|3-1-6|4-1-2|5-2-1|1-3-6|1-3-2|1-2-6|1-2-3|1-6-3,6-2-3,False,,3440,1200,0,-1200,True
2025-08-15,桐生,3,◎-○軸 3着3〜4艇流し（10〜15点）,A,62,0,両建て推奨,逃げ軸流し,A,14.99,32.3,2,実買い目_全,10,1-2-4|1-3-4|1-5-4|1-2-3|1-3-2|1-5-3|1-5-2|3-1-4|3-1-2|3-1-5,4-1-2,False,,1580,1000,0,-1000,True
2025-11-16,鳴門,5,大荒れ。見送り推奨,D,17,0,両建て推奨,主役軸流し,B,15.89,43.6,3,実買い目_全,12,4-5-6|4-6-5|4-5-2|4-5-1|4-2-5|4-2-6|4-6-2|1-3-4|1-3-5|2-1-3|1-2-4|1-2-5,3-2-4,False,,2530,1200,0,-1200,True
2026-01-30,びわこ,8,◎○△フォーメーション（15〜20点）,B,58,0,両建て推奨,逃げ軸流し,A,16.44,27.3,3,実買い目_全,11,1-3-6|1-3-5|1-2-6|1-2-3|1-2-5|1-4-6|1-4-3|1-4-5|5-1-6|4-1-5|3-1-5,3-4-5,False,,13820,1100,0,-1100,True
2026-01-30,びわこ,7,◎-○軸 3着3〜4艇流し（10〜15点）,A,73,0,逃げ狙い,逃げ軸流し,A,13.68,30.7,3,実買い目_全,9,1-3-2|1-2-3|1-2-4|1-3-4|1-4-2|1-4-3|2-1-3|2-1-4|6-1-3,1-2-3,True,1-2-3,500,900,500,-400,True
2025-11-16,鳴門,10,◎-○軸 3着3〜4艇流し（10〜15点）,A,74,0,逃げ狙い,主役軸流し,B,17.77,28.8,3,実買い目_全,12,4-5-6|4-6-1|4-1-6|4-6-2|4-6-5|4-5-1|4-5-2|4-1-3|1-3-2|1-3-4|1-3-6|4-1-2,3-1-4,False,,3150,1200,0,-1200,True
2025-08-15,桐生,7,◎-○軸 3着3〜4艇流し（10〜15点）,A,76,0,逃げ狙い,逃げ軸流し,A,11.62,25.3,3,実買い目_全,9,1-2-5|1-3-2|1-2-3|1-3-5|1-5-2|1-5-3|3-1-5|3-1-2|3-1-4,1-2-3,True,1-2-3,330,900,330,-570,True
2025-07-20,多摩川,11,◎-○軸 3着3〜4艇流し（10〜15点）,A,63,0,両建て推奨,逃げ軸流し,A,19.99,36.3,2,実買い目_全,11,1-2-4|1-3-4|1-2-5|1-2-6|1-3-5|1-4-5|1-3-6|1-4-6|4-1-2|4-5-6|4-1-3,1-6-2,False,,4950,1100,0,-1100,True
2025-07-20,多摩川,10,◎-○軸 3着3〜4艇流し（10〜15点）,A,74,0,逃げ狙い,逃げ軸流し,A,16.33,28.9,3,実買い目_全,10,1-3-5|1-3-4|1-2-5|1-4-5|1-2-3|1-4-3|1-2-4|4-1-3|4-1-5|4-1-2,1-5-3,False,,2110,1000,0,-1000,True
2025-07-20,多摩川,9,◎-○軸 3着3〜4艇流し（10〜15点）,A,74,0,逃げ狙い,主役軸流し,B,12.6,35.9,3,実買い目_全,12,5-1-6|5-6-1|5-1-2|5-3-1|5-1-3|5-3-6|5-6-2|1-3-4|1-3-2|1-2-4|1-2-3|1-5-4,3-1-2,False,,1830,1200,0,-1200,True
2025-10-10,芦屋,8,荒れ傾向。高配当狙いか見送り,C,35,0,両建て推奨,主役軸流し,B,16.81,34.3,4,実買い目_全,12,3-4-5|3-5-4|3-4-6|3-4-2|3-6-4|3-5-6|3-5-2|6-1-2|1-3-2|1-2-3|1-2-5|6-2-1,2-1-6,False,,20770,1200,0,-1200,True
2025-11-28,福岡,5,◎-○軸 3着3〜4艇流し（10〜15点）,A,68,0,逃げ狙い,逃げ軸流し,A,35.53,29.1,3,実買い目_全,10,1-3-4|1-2-4|1-3-2|1-4-2|1-3-5|1-4-5|1-2-5|4-1-3|4-1-5|4-1-2,1-3-4,True,1-3-4,1350,1000,1350,350,True
2025-11-28,福岡,4,◎1着固定 2-3着流し（5〜8点）,S,81,0,逃げ狙い,逃げ軸流し,A,27.12,21.1,2,実買い目_全,10,1-2-4|1-2-5|1-3-4|1-3-5|1-3-2|1-5-4|1-5-2|4-1-3|4-1-2|4-1-5,2-1-3,False,,1860,1000,0,-1000,True
2026-01-26,大村,2,◎1着固定 2-3着流し（5〜8点）,S,100,0,逃げ狙い,逃げ軸流し,A,16.44,28.0,4,実買い目_全,10,1-3-5|1-4-5|1-2-5|1-3-2|1-4-3|1-4-2|1-2-3|3-1-2|3-1-5|3-1-4,1-5-4,False,,1560,1000,0,-1000,True
2026-01-26,大村,1,◎1着固定 2-3着流し（5〜8点）,S,100,0,逃げ狙い,逃げ軸流し,A,13.44,28.1,3,実買い目_全,10,1-2-5|1-3-5|1-2-3|1-2-4|1-3-4|1-5-3|1-5-4|3-1-5|3-1-4|3-1-2,1-2-3,True,1-2-3,1950,1000,1950,950,True
2025-08-15,桐生,2,◎-○軸 3着3〜4艇流し（10〜15点）,A,73,0,逃げ狙い,主役軸流し,B,13.8,33.6,4,実買い目_全,12,4-5-1|4-1-5|4-5-6|4-1-6|4-6-1|4-6-5|4-5-3|4-1-3|1-3-4|1-2-4|1-3-6|1-2-3,1-3-4,True,1-3-4,690,1200,690,-510,True
2025-08-15,桐生,1,◎○△フォーメーション（15〜20点）,B,59,0,両建て推奨,主役軸流し,B,10.01,47.2,2,実買い目_全,12,5-1-6|5-1-2|5-1-3|5-2-1|5-3-1|5-2-6|5-2-3|1-3-4|1-2-3|1-2-4|1-3-2|1-4-3,2-1-4,False,,11410,1200,0,-1200,True
2025-08-14,桐生,12,◎-○軸 3着3〜4艇流し（10〜15点）,A,72,0,逃げ狙い,逃げ軸流し,A,16.63,26.9,4,実買い目_全,9,1-3-4|1-3-2|1-4-3|1-4-2|1-2-4|1-2-3|4-1-3|4-1-5|4-1-2,1-3-6,False,,2230,900,0,-900,True
2025-08-14,桐生,11,◎○△フォーメーション（15〜20点）,B,56,0,両建て推奨,逃げ軸流し,A,26.1,27.2,2,実買い目_全,9,1-2-4|1-2-3|1-4-2|1-4-3|1-3-4|1-3-2|2-1-4|2-1-5|2-1-3,5-4-1,False,,9210,900,0,-900,True
2026-01-30,びわこ,10,◎-○軸 3着3〜4艇流し（10〜15点）,A,67,0,逃げ狙い,主役軸流し,B,17.14,30.5,2,実買い目_全,12,2-1-3|2-1-4|2-3-1|2-1-5|2-4-1|2-3-4|2-4-3|1-2-3|1-2-4|1-3-2|1-3-4|1-5-2,1-3-4,True,1-3-4,1560,1200,1560,360,True
2026-01-30,びわこ,9,◎-○軸 3着3〜4艇流し（10〜15点）,A,65,0,逃げ狙い,主役軸流し,B,11.37,30.3,2,実買い目_全,12,2-1-3|2-1-4|2-3-1|2-1-5|2-4-1|2-3-4|2-4-3|1-2-4|1-2-5|1-3-4|1-4-2|1-3-2,3-4-1,False,,13580,1200,0,-1200,True
2025-11-16,鳴門,7,大荒れ。見送り推奨,D,33,0,両建て推奨,主役軸流し,B,19.54,35.6,3,実買い目_全,12,4-5-6|4-5-1|4-6-5|4-5-2|4-6-1|4-1-5|4-1-6|1-2-4|1-3-4|1-4-3|1-4-6|1-2-3,4-1-5,True,4-1-5,1610,1200,1610,410,True
2025-11-16,鳴門,6,◎-○軸 3着3〜4艇流し（10〜15点）,A,74,0,逃げ狙い,逃げ軸流し,A,13.12,25.8,2,実買い目_全,10,1-2-4|1-2-6|1-4-6|1-3-4|1-2-3|1-4-3|1-3-6|2-1-4|2-1-6|2-1-5,1-6-4,False,,3160,1000,0,-1000,True
2026-01-25,大村,12,◎1着固定 2-3着流し（5〜8点）,S,86,0,逃げ狙い,逃げ軸流し,A,8.91,26.4,4,実買い目_全,9,1-3-5|1-2-5|1-3-2|1-5-3|1-5-2|1-2-3|3-1-5|3-1-2|3-1-4,1-2-4,False,,1400,900,0,-900,True
2025-11-28,福岡,1,◎-○軸 3着3〜4艇流し（10〜15点）,A,77,0,逃げ狙い,逃げ軸流し,A,21.22,31.6,4,実買い目_全,10,1-3-4|1-2-4|1-2-3|1-3-6|1-2-6|1-4-3|1-4-6|4-1-3|4-1-2|4-1-5,1-5-2,False,,3790,1000,0,-1000,True
2026-01-26,大村,4,◎1着固定 2-3着流し（5〜8点）,S,100,0,逃げ狙い,逃げ軸流し,A,18.73,27.2,5,実買い目_全,10,1-5-4|1-4-5|1-3-4|1-3-5|1-4-2|1-5-2|1-3-2|4-1-5|4-1-2|4-1-3,5-6-1,False,,23020,1000,0,-1000,True
2026-01-26,大村,3,◎1着固定 2-3着流し（5〜8点）,S,94,0,逃げ狙い,逃げ軸流し,A,14.26,28.5,4,実買い目_全,10,1-3-4|1-3-6|1-2-4|1-2-3|1-2-6|1-4-3|1-4-6|6-1-4|6-1-3|6-1-2,4-6-5,False,,48530,1000,0,-1000,True
2025-11-28,福岡,6,◎-○軸 3着3〜4艇流し（10〜15点）,A,77,0,逃げ狙い,逃げ軸流し,A,30.06,24.6,2,実買い目_全,11,1-2-4|1-2-6|1-3-4|1-5-4|1-2-5|1-3-6|1-5-6|1-3-5|5-1-4|5-1-2|5-1-3,3-6-5,False,,46820,1100,0,-1100,True
2025-10-10,芦屋,7,◎-○軸 3着3〜4艇流し（10〜15点）,A,73,0,逃げ狙い,主役軸流し,B,11.43,37.9,3,実買い目_全,12,3-4-5|3-5-4|3-4-6|3-4-1|3-6-4|3-5-6|3-6-5|1-3-4|1-3-2|1-4-3|1-5-3|1-4-2,4-1-3,False,,9350,1200,0,-1200,True
